"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"06.03.2016","2.022,19","1.996,11","2.022,37","1.969,25","","1,11%"
"28.02.2016","1.999,99","1.947,13","2.009,13","1.931,81","","2,67%"
"21.02.2016","1.948,05","1.924,44","1.962,96","1.891,00","","1,58%"
"14.02.2016","1.917,78","1.871,44","1.930,68","1.871,44","","2,84%"
"07.02.2016","1.864,78","1.873,25","1.881,60","1.810,10","","-0,81%"
"31.01.2016","1.880,05","1.936,94","1.947,20","1.872,23","","-3,10%"
"24.01.2016","1.940,24","1.906,28","1.940,24","1.872,70","","1,75%"
"17.01.2016","1.906,90","1.888,66","1.908,85","1.812,29","","1,41%"
"10.01.2016","1.880,33","1.926,12","1.950,33","1.857,83","","-2,17%"
"03.01.2016","1.922,03","2.038,20","2.038,20","1.918,46","","-5,96%"
"27.12.2015","2.043,94","2.057,77","2.081,56","2.043,62","","-0,83%"
"20.12.2015","2.060,99","2.010,27","2.067,36","2.005,93","","2,76%"
"13.12.2015","2.005,55","2.013,37","2.076,72","1.993,26","","-0,34%"
"06.12.2015","2.012,37","2.090,42","2.090,42","2.008,80","","-3,79%"
"29.11.2015","2.091,69","2.090,95","2.104,27","2.042,35","","0,08%"
"22.11.2015","2.090,11","2.089,41","2.095,61","2.070,29","","0,05%"
"15.11.2015","2.089,17","2.022,08","2.097,06","2.019,39","","3,27%"
"08.11.2015","2.023,04","2.096,56","2.096,56","2.022,02","","-3,63%"
"01.11.2015","2.099,20","2.080,76","2.116,48","2.080,76","","0,95%"
"25.10.2015","2.079,36","2.075,08","2.094,32","2.058,84","","0,20%"
"18.10.2015","2.075,15","2.031,73","2.079,74","2.017,22","","2,07%"
"11.10.2015","2.033,11","2.015,65","2.033,54","1.990,73","","0,90%"
"04.10.2015","2.014,89","1.954,33","2.020,13","1.954,33","","3,26%"
"27.09.2015","1.951,36","1.929,18","1.951,36","1.871,91","","1,04%"
"20.09.2015","1.931,34","1.960,84","1.979,64","1.908,92","","-1,36%"
"13.09.2015","1.958,03","1.963,06","2.020,86","1.948,27","","-0,15%"
"06.09.2015","1.961,05","1.927,30","1.988,63","1.927,30","","2,07%"
"30.08.2015","1.921,22","1.986,73","1.986,73","1.903,07","","-3,40%"
"23.08.2015","1.988,87","1.965,15","1.993,48","1.867,01","","0,91%"
"16.08.2015","1.970,89","2.089,70","2.103,47","1.970,89","","-5,77%"
"09.08.2015","2.091,54","2.080,98","2.105,35","2.052,09","","0,67%"
"02.08.2015","2.077,57","2.104,49","2.112,66","2.067,91","","-1,25%"
"26.07.2015","2.103,84","2.078,19","2.114,24","2.063,52","","1,16%"
"19.07.2015","2.079,65","2.126,85","2.132,82","2.077,09","","-2,21%"
"12.07.2015","2.126,64","2.080,03","2.128,91","2.080,03","","2,41%"
"05.07.2015","2.076,62","2.073,95","2.083,74","2.044,02","","-0,01%"
"28.06.2015","2.076,78","2.098,63","2.098,63","2.056,32","","-1,18%"
"21.06.2015","2.101,49","2.112,50","2.129,87","2.095,38","","-0,40%"
"14.06.2015","2.109,99","2.091,34","2.126,65","2.072,49","","0,76%"
"07.06.2015","2.094,11","2.092,34","2.115,02","2.072,14","","0,06%"
"31.05.2015","2.092,83","2.108,64","2.121,92","2.085,67","","-0,69%"
"24.05.2015","2.107,39","2.125,34","2.126,22","2.099,18","","-0,88%"
"17.05.2015","2.126,06","2.121,30","2.134,72","2.120,01","","0,16%"
"10.05.2015","2.122,73","2.115,56","2.123,89","2.085,57","","0,31%"
"03.05.2015","2.116,10","2.110,23","2.120,95","2.067,93","","0,37%"
"26.04.2015","2.108,29","2.119,29","2.125,92","2.077,59","","-0,44%"
"19.04.2015","2.117,69","2.084,11","2.120,92","2.084,11","","1,75%"
"12.04.2015","2.081,18","2.102,03","2.111,91","2.072,37","","-0,99%"
"05.04.2015","2.102,06","2.064,87","2.102,61","2.056,52","","1,70%"
"29.03.2015","2.066,96","2.064,11","2.088,97","2.048,38","","0,29%"
"22.03.2015","2.061,02","2.107,99","2.114,86","2.045,50","","-2,23%"
"15.03.2015","2.108,10","2.055,35","2.113,92","2.055,35","","2,66%"
"08.03.2015","2.053,40","2.072,25","2.083,49","2.039,69","","-0,86%"
"01.03.2015","2.071,26","2.105,23","2.117,52","2.067,27","","-1,58%"
"22.02.2015","2.104,50","2.109,83","2.119,59","2.103,00","","-0,27%"
"15.02.2015","2.110,30","2.096,47","2.110,61","2.085,44","","0,63%"
"08.02.2015","2.096,99","2.053,47","2.097,03","2.041,88","","2,02%"
"01.02.2015","2.055,47","1.996,67","2.072,40","1.980,90","","3,03%"
"25.01.2015","1.994,99","2.050,42","2.057,62","1.989,18","","-2,77%"
"18.01.2015","2.051,82","2.020,76","2.064,62","2.004,49","","1,60%"
"11.01.2015","2.019,42","2.046,13","2.056,93","1.988,12","","-1,24%"
"04.01.2015","2.044,81","2.054,44","2.064,43","1.992,44","","-0,65%"
"28.12.2014","2.058,20","2.087,63","2.093,55","2.046,04","","-1,46%"
"21.12.2014","2.088,77","2.069,28","2.092,70","2.069,28","","0,88%"
"14.12.2014","2.070,65","2.005,03","2.077,85","1.972,56","","3,41%"
"07.12.2014","2.002,33","2.074,84","2.075,78","2.002,33","","-3,52%"
"30.11.2014","2.075,37","2.065,78","2.079,47","2.049,57","","0,38%"
"23.11.2014","2.067,56","2.065,07","2.075,76","2.064,75","","0,20%"
"16.11.2014","2.063,50","2.038,29","2.071,46","2.034,46","","1,16%"
"09.11.2014","2.039,82","2.032,01","2.046,18","2.030,17","","0,39%"
"02.11.2014","2.031,92","2.018,21","2.034,26","2.001,01","","0,69%"
"26.10.2014","2.018,05","1.962,97","2.018,19","1.951,37","","2,72%"
"19.10.2014","1.964,58","1.885,62","1.965,27","1.882,30","","4,12%"
"12.10.2014","1.886,76","1.905,65","1.912,09","1.820,66","","-1,02%"
"05.10.2014","1.906,13","1.970,01","1.977,84","1.906,05","","-3,14%"
"28.09.2014","1.967,90","1.978,96","1.985,17","1.926,03","","-0,75%"
"21.09.2014","1.982,85","2.009,08","2.009,08","1.965,99","","-1,37%"
"14.09.2014","2.010,40","1.986,04","2.019,26","1.978,48","","1,25%"
"07.09.2014","1.985,54","2.007,17","2.007,17","1.980,26","","-1,10%"
"31.08.2014","2.007,71","2.004,07","2.011,17","1.990,10","","0,22%"
"24.08.2014","2.003,37","1.991,74","2.005,04","1.990,52","","0,75%"
"17.08.2014","1.988,40","1.958,36","1.994,76","1.958,36","","1,71%"
"10.08.2014","1.955,06","1.933,43","1.964,04","1.928,29","","1,22%"
"03.08.2014","1.931,59","1.926,62","1.942,92","1.904,78","","0,33%"
"27.07.2014","1.925,15","1.978,25","1.984,85","1.916,37","","-2,69%"
"20.07.2014","1.978,34","1.976,93","1.991,39","1.965,77","","0,01%"
"13.07.2014","1.978,22","1.969,86","1.983,94","1.955,59","","0,54%"
"06.07.2014","1.967,57","1.984,22","1.984,22","1.952,86","","-0,90%"
