"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"10.04.2016","855,73","826,31","862,54","823,01","4,40B","3,72%"
"03.04.2016","825,02","827,63","838,73","808,84","3,56B","0,17%"
"27.03.2016","823,59","814,94","834,47","808,73","3,08B","1,23%"
"20.03.2016","813,56","827,76","835,24","801,21","3,91B","-1,91%"
"13.03.2016","829,43","792,03","829,43","784,20","3,91B","4,49%"
"06.03.2016","793,80","773,50","796,74","771,50","4,00B","2,84%"
"28.02.2016","771,91","747,10","775,27","744,24","3,55B","3,02%"
"21.02.2016","749,29","736,57","760,17","735,66","3,91B","2,62%"
"14.02.2016","730,15","712,75","734,56","694,36","3,54B","2,93%"
"07.02.2016","709,37","744,57","746,56","698,90","3,97B","-4,40%"
"31.01.2016","742,04","734,96","747,67","720,15","3,64B","0,98%"
"24.01.2016","734,81","707,62","735,07","699,25","3,53B","4,61%"
"17.01.2016","702,44","714,64","718,27","682,30","3,56B","-1,15%"
"10.01.2016","710,62","703,97","730,11","701,12","3,89B","0,64%"
"03.01.2016","706,13","717,27","721,32","693,96","3,58B","-1,55%"
"27.12.2015","717,27","741,90","749,54","714,34","1,97B","-3,32%"
"20.12.2015","741,90","724,60","744,99","722,21","2,76B","2,39%"
"13.12.2015","724,60","702,80","741,79","691,91","3,98B","3,10%"
"06.12.2015","702,80","742,65","752,37","702,80","3,59B","-5,37%"
"29.11.2015","742,65","756,38","777,67","733,71","3,35B","-1,82%"
"22.11.2015","756,38","806,53","807,84","748,24","3,59B","-6,25%"
"15.11.2015","806,82","815,81","818,58","801,86","2,46B","-1,46%"
"08.11.2015","818,79","820,00","826,22","811,74","2,81B","-0,06%"
"01.11.2015","819,30","836,54","843,54","817,18","4,06B","3,17%"
"25.10.2015","794,09","801,72","804,03","775,85","1,99B","-0,89%"
"18.10.2015","801,25","788,46","810,67","788,46","3,52B","2,09%"
"11.10.2015","784,84","785,47","803,83","778,89","3,22B","-0,92%"
"04.10.2015","792,15","753,13","796,16","753,13","3,81B","6,48%"
"27.09.2015","743,97","747,59","751,28","726,38","2,67B","-0,29%"
"20.09.2015","746,10","748,80","761,90","745,25","1,14B","-0,65%"
"13.09.2015","750,99","716,26","751,02","710,50","2,65B","5,25%"
"06.09.2015","713,51","724,35","728,96","712,63","1,85B","-2,19%"
"30.08.2015","729,50","745,49","753,21","728,96","2,30B","-2,27%"
"23.08.2015","746,42","726,39","751,58","697,97","2,61B","1,14%"
"16.08.2015","737,98","773,58","775,70","735,20","2,42B","-4,54%"
"09.08.2015","773,09","785,92","799,09","758,02","2,50B","-1,43%"
"02.08.2015","784,27","798,80","798,80","777,14","2,20B","-1,86%"
"26.07.2015","799,10","787,25","799,10","772,30","2,65B","1,52%"
"19.07.2015","787,12","828,14","828,95","777,26","2,79B","-4,93%"
"12.07.2015","827,90","828,10","841,93","824,88","1,87B","0,00%"
"05.07.2015","827,92","809,88","833,96","802,39","2,52B","1,94%"
"28.06.2015","812,17","823,57","829,40","809,78","2,47B","-2,79%"
"21.06.2015","835,46","829,14","845,29","826,79","3,01B","1,32%"
"14.06.2015","824,54","805,48","827,81","789,51","2,78B","2,39%"
"07.06.2015","805,33","752,68","811,70","752,68","3,77B","-1,72%"
"31.05.2015","819,43","827,69","834,12","803,41","3,20B","-1,25%"
"24.05.2015","829,81","857,05","857,88","825,86","2,86B","-3,29%"
"17.05.2015","858,04","876,40","886,52","857,17","2,66B","-2,06%"
"10.05.2015","876,05","841,62","879,96","841,62","3,59B","4,22%"
"03.05.2015","840,60","838,81","846,06","817,54","3,00B","0,13%"
"26.04.2015","839,47","856,89","867,55","839,47","2,95B","-1,87%"
"19.04.2015","855,51","828,31","855,80","818,26","2,94B","3,80%"
"12.04.2015","824,18","826,31","833,39","807,04","3,68B","-0,28%"
"05.04.2015","826,46","823,44","837,86","818,94","3,07B","-0,42%"
"29.03.2015","829,94","808,76","830,47","804,64","2,74B","2,60%"
"22.03.2015","808,94","825,70","837,68","802,34","3,31B","-1,95%"
"15.03.2015","825,06","776,77","827,32","771,78","3,45B","7,65%"
"08.03.2015","766,42","812,07","817,57","766,42","3,76B","-4,57%"
"01.03.2015","803,10","844,05","846,74","800,14","3,66B","-4,56%"
"22.02.2015","841,48","854,87","878,47","837,85","3,72B","-1,57%"
"15.02.2015","854,89","861,45","865,72","841,52","2,99B","-0,37%"
"08.02.2015","858,09","850,09","863,57","829,75","3,85B","0,97%"
"01.02.2015","849,87","891,45","900,48","849,10","3,45B","-4,45%"
"25.01.2015","889,46","905,49","918,06","880,45","3,03B","-1,97%"
"18.01.2015","907,36","876,97","915,85","875,85","3,39B","3,80%"
"11.01.2015","874,16","879,17","887,39","868,63","3,54B","-0,26%"
"04.01.2015","876,48","854,95","883,27","854,11","3,58B","2,56%"
"28.12.2014","854,59","847,58","858,51","835,87","1,59B","0,60%"
"21.12.2014","849,47","836,00","854,34","833,44","2,15B","1,64%"
"14.12.2014","835,74","829,40","837,94","788,44","3,83B","0,42%"
"07.12.2014","832,26","853,34","855,43","830,62","3,28B","-2,36%"
"30.11.2014","852,40","862,14","870,10","845,44","3,90B","-1,08%"
"23.11.2014","861,69","831,16","870,48","825,58","3,90B","3,47%"
"16.11.2014","832,82","813,53","834,71","804,56","4,02B","2,55%"
"09.11.2014","812,12","783,46","815,04","776,36","3,68B","4,17%"
"02.11.2014","779,58","805,56","809,88","771,33","3,79B","-3,25%"
"26.10.2014","805,80","797,83","811,47","785,44","2,35B","1,46%"
"19.10.2014","794,17","761,73","799,52","758,47","3,55B","5,14%"
"12.10.2014","755,33","737,91","759,77","737,24","3,84B","2,77%"
"05.10.2014","734,94","733,63","753,53","726,12","1,94B","-1,20%"
"28.09.2014","743,84","746,02","752,10","735,40","2,52B","-0,33%"
"21.09.2014","746,32","769,47","778,03","738,47","2,87B","-2,98%"
"14.09.2014","769,22","776,86","794,06","769,22","2,72B","-1,16%"
"07.09.2014","778,21","823,92","826,28","777,04","2,82B","-5,32%"
"31.08.2014","821,93","804,55","823,48","801,79","2,52B","2,34%"
"24.08.2014","803,13","791,73","816,11","789,23","2,32B","1,75%"
"17.08.2014","789,30","771,77","795,25","765,40","2,89B","2,92%"
"10.08.2014","766,92","804,27","804,83","766,26","3,07B","-3,17%"
"03.08.2014","791,99","824,17","829,88","777,51","2,92B","-3,53%"
"27.07.2014","820,94","839,19","843,56","809,15","1,18B","-2,52%"
"20.07.2014","842,18","826,93","842,90","821,65","2,74B","2,31%"
"13.07.2014","823,15","798,09","824,92","796,70","2,66B","3,72%"
"06.07.2014","793,64","773,81","798,37","772,55","2,52B","2,36%"
"29.06.2014","775,35","787,64","792,64","760,56","2,39B","-1,19%"
"22.06.2014","784,72","787,52","800,57","777,57","2,09B","0,09%"
"15.06.2014","784,01","782,03","794,31","774,44","2,54B","-0,77%"
"08.06.2014","790,12","808,61","819,15","778,55","3,53B","-1,72%"
"01.06.2014","803,98","796,48","806,37","782,18","2,94B","1,40%"
"25.05.2014","792,90","779,47","799,99","772,70","3,06B","1,57%"
"18.05.2014","780,61","753,11","784,53","746,55","2,38B","4,07%"
"11.05.2014","750,09","760,51","767,69","745,70","2,63B","-0,73%"
"04.05.2014","755,63","753,44","761,06","744,16","2,97B","0,54%"
"27.04.2014","751,59","716,16","754,31","711,67","2,58B","5,28%"
"20.04.2014","713,89","735,62","737,03","712,86","2,03B","-2,84%"
"13.04.2014","734,76","725,78","744,42","719,90","3,06B","1,02%"
"06.04.2014","727,36","721,40","739,62","720,33","3,00B","0,21%"
"30.03.2014","725,83","704,65","726,83","687,21","4,43B","5,01%"
"23.03.2014","691,17","647,55","693,18","637,10","3,54B","7,03%"
"16.03.2014","645,79","637,61","660,23","637,61","2,49B","2,05%"
"09.03.2014","632,79","627,91","641,27","621,40","2,45B","0,29%"
"02.03.2014","630,96","616,55","641,74","611,66","2,22B","0,87%"
"23.02.2014","625,53","640,37","643,77","611,42","2,41B","-2,09%"
"16.02.2014","638,86","654,37","659,16","627,05","2,62B","-1,54%"
"09.02.2014","648,83","643,51","650,48","635,72","2,79B","0,42%"
"02.02.2014","646,14","621,66","649,24","608,49","3,40B","4,46%"
"26.01.2014","618,58","643,60","655,47","607,54","3,96B","-3,99%"
"19.01.2014","644,28","648,96","674,51","632,72","3,28B","-1,84%"
"12.01.2014","656,35","683,90","686,91","656,35","3,00B","-3,35%"
"05.01.2014","679,12","662,82","689,59","657,42","3,41B","2,95%"
